sample,domain,phylum,class,order,family,genus
ERR4775668.56,Bacteria,Bacillota,Clostridia,Eubacteriales,Syntrophomonadaceae,Pelospora
ERR4775668.57,Archaea,Pacearchaeota,AR13,AR13,AR13,AR13
ERR4775668.58,Bacteria,Bacillota,Clostridia,Eubacteriales,Peptostreptococcaceae,Criibacterium
ERR4775668.59,Archaea,Aenigmarchaeota,Aenigmarchaeum,Aenigmarchaeum,Aenigmarchaeum,Aenigmarchaeum
ERR4775668.60,Bacteria,Bacillota,Clostridia,Eubacteriales,1,Inconstantimicrobium
ERR4775668.61,Archaea,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosarchaeum
ERR4775668.62,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mesohalobacter
ERR4775668.63,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Calycomorphotria
ERR4775668.64,Bacteria,Pseudomonadota,Deltaproteobacteria,Myxococcales,Polyangiaceae,Jahnella
ERR4775668.65,Bacteria,Actinomycetota,Actinobacteria,Mycobacteriales,Gordoniaceae,Jongsikchunia
ERR4775668.66,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhabdaerophilaceae,Rhabdaerophilum
ERR4775668.67,Archaea,Pacearchaeota,AR13,AR13,AR13,AR13
ERR4775668.68,Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Deferribacteraceae,Seleniivibrio
ERR4775668.69,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Hydrogenoanaerobacterium
ERR4775668.70,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Amniculibacterium
ERR4775668.71,Archaea,Euryarchaeota,Methanonatronarchaeia,Methanonatronarchaeales,Methanonatronarchaeaceae,Methanonatronarchaeum
ERR4775668.72,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Massiliprevotella
ERR4775668.73,Bacteria,Thermotogota,Thermotogae,Petrotogales,Petrotogaceae,Defluviitoga
ERR4775668.74,Bacteria,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Massilimicrobiota
ERR4775668.75,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Tellurimicrobium
ERR4775668.76,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Pseudaestuariivita
ERR4775668.77,Archaea,Pacearchaeota,AR13,AR13,AR13,AR13
ERR4775668.78,Archaea,Pacearchaeota,AR13,AR13,AR13,AR13
ERR4775668.79,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Pseudaquidulcibacter
ERR4775668.80,Bacteria,Cyanobacteriota,Chloroplast,Chloroplast,Chloroplast,Euglenida
ERR4775668.81,Bacteria,Cyanobacteriota,Chloroplast,Chloroplast,Chloroplast,Euglenida
ERR4775668.82,Bacteria,Verrucomicrobiota,Terrimicrobia,Terrimicrobiales,Terrimicrobiaceae,Terrimicrobium
ERR4775668.83,Archaea,Nitrososphaerota,Conexivisphaeria,Conexivisphaerales,Conexivisphaeraceae,Conexivisphaera
ERR4775668.84,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Solimicrobium
ERR4775668.85,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chishuiella
ERR4775668.86,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Acetilactobacillus
ERR4775668.87,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcales,Microcystaceae,Rippkaea
ERR4775668.88,Bacteria,Cloacimonetes,Cloacamonas,Cloacamonas,Cloacamonas,Cloacamonas
ERR4775668.89,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Parenemella
ERR4775668.90,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Lacipirellulaceae,Pirellulimonas
ERR4775668.91,Archaea,Woesearchaeota,AR17,AR17,AR17,AR17
ERR4775668.92,Archaea,Thermoproteota,Thermoprotei,Sulfolobales,Sulfolobaceae,Stygiolobus
ERR4775668.93,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Cyclobacteriaceae,Pararhodonellum
ERR4775668.94,Bacteria,Pseudomonadota,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Malonomonas
ERR4775668.95,Bacteria,Bacillota,Bacilli,Caryophanales,Bacillaceae,Compostibacillus
ERR4775668.96,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Maioricimonas
ERR4775668.97,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Aurantimonadaceae,Mangrovicella
ERR4775668.98,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Ascidiimonas
ERR4775668.99,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Pricia
ERR4775668.100,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Corallomonas
ERR4775668.101,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Crocinitomicaceae,Putridiphycobacter
ERR4775668.102,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Aerophototrophica
ERR4775668.103,Bacteria,Bacillota,Bacilli,Caryophanales,Bacillaceae,Swionibacillus
ERR4775668.104,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Solibaculum
ERR4775668.105,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Salinivirgaceae,Salinivirga
ERR4775668.106,Bacteria,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Mucibacter
ERR4775668.107,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Mobilitalea
ERR4775668.108,Archaea,Woesearchaeota,AR15,AR15,AR15,AR15
ERR4775668.109,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Cytophagaceae,Chryseotalea
ERR4775668.110,Bacteria,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Vaginisenegalia
ERR4775668.111,Bacteria,Thermotogota,Thermotogae,Petrotogales,Petrotogaceae,Defluviitoga
ERR4775668.112,Bacteria,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Absicoccus
ERR4775668.113,Bacteria,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Anseongella
ERR4775668.114,Bacteria,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Haoranjiania
ERR4775668.115,Archaea,Woesearchaeota,AR20,AR20,AR20,AR20
ERR4775668.116,Bacteria,Cyanobacteriota,Chloroplast,Chloroplast,Chloroplast,Euglenida
ERR4775668.117,Bacteria,Pseudomonadota,Deltaproteobacteria,Deltaproteobacteria_incertae_sedis,Dissulfurirhabdus,Dissulfurirhabdus
ERR4775668.118,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Sporobacterium
ERR4775668.119,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Spirosomaceae,Arsenicibacter
ERR4775668.120,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Mucisphaera
ERR4775668.121,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Citreitalea
ERR4775668.122,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Metaprevotella
ERR4775668.123,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rudaea
ERR4775668.124,Bacteria,Chrysiogenota,Chrysiogenia,Chrysiogenales,Chrysiogenaceae,Desulfurispira
ERR4775668.125,Bacteria,Cyanobacteriota,Chloroplast,Chloroplast,Chloroplast,Euglenida
ERR4775668.126,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Flammeovirgaceae,Perexilibacter
ERR4775668.127,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mergibacter
ERR4775668.128,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Bernardetiaceae,Garritya
ERR4775668.129,Bacteria,Bacillota,Clostridia,Eubacteriales,Peptoniphilaceae,Gallicola
ERR4775668.130,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Cellulosibacter
ERR4775668.131,Bacteria,Bacillota,Clostridia,Halanaerobiales,Halanaerobiaceae,Halarsenatibacter
ERR4775668.132,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,Kallotenuaceae,Kallotenue
ERR4775668.133,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Occidentia
ERR4775668.134,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Profundimonas
ERR4775668.135,Bacteria,Pseudomonadota,Gammaproteobacteria,Gammaproteobacteria_incertae_sedis,Carsonella,Carsonella
ERR4775668.136,Bacteria,Bacillota,Bacilli,Lactobacillales,Leuconostocaceae,Convivina
ERR4775668.137,Archaea,Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus
ERR4775668.138,Bacteria,Pseudomonadota,Gammaproteobacteria,Orbales,Orbaceae,Zophobihabitans
ERR4775668.139,Bacteria,Bacillota,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Eggerthia
ERR4775668.140,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Psychromarinibacter
ERR4775668.141,Bacteria,Pseudomonadota,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfocella
ERR4775668.142,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Frigoriflavimonas
ERR4775668.143,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Brucepastera
ERR4775668.144,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Methylonatrum
ERR4775668.145,Bacteria,Verrucomicrobiota,Opitutia,Opitutales,Opitutaceae,Ereboglobus
ERR4775668.146,Bacteria,Bacillota,Negativicutes,Selenomonadales,Sporomusaceae,Anaeroarcus
ERR4775668.147,Bacteria,Bacillota,Clostridia,Halanaerobiales,Halobacteroidaceae,Halanaerocella
ERR4775668.148,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Rhabdonatronobacter
ERR4775668.149,Archaea,Diapherotrites,Iainarchaeum,Iainarchaeum,Iainarchaeum,Iainarchaeum
ERR4775668.150,Archaea,Thermoproteota,Thermoprotei,Desulfurococcales,Pyrodictiaceae,Hyperthermus
ERR4775668.151,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylohalobius
ERR4775668.152,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Aminomonas
ERR4775668.153,Bacteria,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum
ERR4775668.154,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Cytophagaceae,Sporocytophaga
ERR4775668.155,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halanaeroarchaeum
ERR4775668.156,Bacteria,Bacillota,Clostridia,Eubacteriales,Peptococcaceae,Desulfonispora
ERR4775668.157,Bacteria,Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,Urbifossiella
ERR4775668.158,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Saliphagus
ERR4775668.159,Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Ammoniibacillus
ERR4775668.160,Bacteria,Bacillota,Clostridia,Eubacteriales,Peptostreptococcaceae,Peptoanaerobacter
ERR4775668.161,Archaea,Thermoproteota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfodiicoccus
ERR4775668.162,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella
ERR4775668.163,Bacteria,Bacillota,Clostridia,Eubacteriales,Natranaerovirga,Natranaerovirga
ERR4775668.164,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Cellulosibacter
ERR4775668.165,Bacteria,Cyanobacteriota,Chloroplast,Chloroplast,Chloroplast,Euglenida
ERR4775668.166,Bacteria,Bacillota,Clostridia,Halanaerobiales,Halobacteroidaceae,Halanaerocella
ERR4775668.167,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Cryomorpha
ERR4775668.168,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Alloacidobacterium
ERR4775668.169,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Natronospira
ERR4775668.170,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Bryobacter
ERR4775668.171,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Marseilla
ERR4775668.172,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Anaerocella
ERR4775668.173,Archaea,Thermoproteota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Sulfophobococcus
ERR4775668.174,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Fortieaceae,Calochaete
ERR4775668.175,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Robinsoniella
ERR4775668.176,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Flocculibacter
ERR4775668.177,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,Pelolinea
ERR4775668.178,Bacteria,Bacillota,Clostridia,Eubacteriales,Eubacteriales_incertae_sedis_XI,Dethiosulfatibacter
ERR4775668.179,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Natronospirillaceae,Salinispirillum
ERR4775668.180,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Cytophagaceae,Chryseotalea
ERR4775668.181,Bacteria,Pseudomonadota,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfocastanea
ERR4775668.182,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Poriferisphaera
ERR4775668.183,Bacteria,Planctomycetota,Phycisphaerae,Sedimentisphaerales,Sedimentisphaeraceae,Limihaloglobus
ERR4775668.184,Archaea,Diapherotrites,Iainarchaeum,Iainarchaeum,Iainarchaeum,Iainarchaeum
ERR4775668.185,Bacteria,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Puia
ERR4775668.186,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Koinonema
ERR4775668.187,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Verrucomicrobiaceae,Phragmitibacter
ERR4775668.188,Bacteria,Bacillota,Negativicutes,Selenomonadales,Sporomusaceae,Anaerosinus
ERR4775668.189,Bacteria,Pseudomonadota,Oligoflexia,Bacteriovoracales,Bacteriovoracaceae,Bacteriovorax
ERR4775668.190,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Anaerocella
ERR4775668.191,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Meridianimarinicoccus
ERR4775668.192,Eukaryota,Plantae,Liliopsida,Poales,Poaceae,Zea
ERR4775668.193,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Formosimonas
ERR4775668.194,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacillus
ERR4775668.195,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,Ktedonosporobacteraceae,Ktedonosporobacter
ERR4775668.196,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Salinirubellus
ERR4775668.197,Bacteria,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Amedibacterium
ERR4775668.198,Archaea,Thermoproteota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfodiicoccus
ERR4775668.199,Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Deferrivibrionaceae,Deferrivibrio
ERR4775668.200,Archaea,Parvarchaeota,Parvarchaeum,Parvarchaeum,Parvarchaeum,Parvarchaeum
ERR4775668.201,Bacteria,Cyanobacteriota,Chloroplast,Chloroplast,Chloroplast,Euglenida
ERR4775668.202,Bacteria,Pseudomonadota,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ERR4775668.203,Bacteria,Pseudomonadota,Deltaproteobacteria,Myxococcales,Archangiaceae,Melittangium
ERR4775668.204,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Microcoleaceae,Ammassolinea
ERR4775668.205,Bacteria,Cyanobacteriota,Chloroplast,Chloroplast,Chloroplast,Euglenida
ERR4775668.206,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Parachlamydiaceae,Neochlamydia
ERR4775668.207,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronolimnobius
ERR4775668.208,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,Tundrisphaera
ERR4775668.209,Eukaryota,Plantae,Liliopsida,Poales,Poaceae,Zea
ERR4775668.210,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Spirosomaceae,Huanghella
ERR4775668.211,Bacteria,Bacillota,Clostridia,Halanaerobiales,Halobacteroidaceae,Selenihalanaerobacter
ERR4775668.212,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Pilibacter
ERR4775668.213,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Cyclobacteriaceae,Penaeicola
ERR4775668.214,Bacteria,Bacillota,Clostridia,Eubacteriales,Peptostreptococcaceae,Criibacterium
ERR4775668.215,Bacteria,Bacillota,Clostridia,Koleobacterales,Koleobacteraceae,Koleobacter
ERR4775668.216,Bacteria,Pseudomonadota,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatitalea
ERR4775668.217,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Lactivibrio
ERR4775668.218,Bacteria,Chrysiogenota,Chrysiogenia,Chrysiogenales,Chrysiogenaceae,Desulfurispira
ERR4775668.219,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halanaeroarchaeum
ERR4775668.220,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Mariniblastus
ERR4775668.221,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcales,Chroococcaceae,Alborzia
ERR4775668.222,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloglomus
ERR4775668.223,Bacteria,Bacillota,Clostridia,Eubacteriales,2,Isachenkonia
ERR4775668.224,Bacteria,Bacillota,Clostridia,Eubacteriales,Christensenellaceae,Beduinibacterium
ERR4775668.225,Archaea,Diapherotrites,Iainarchaeum,Iainarchaeum,Iainarchaeum,Iainarchaeum
ERR4775668.226,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidisphaera
ERR4775668.227,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Ructibacterium
ERR4775668.228,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Microcoleaceae,Ammassolinea
ERR4775668.229,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Flavimaricola
ERR4775668.230,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Salinirubrum
ERR4775668.231,Archaea,Pacearchaeota,AR13,AR13,AR13,AR13
ERR4775668.232,Bacteria,Bacillota,Clostridia,Eubacteriales,1,Fonticella
ERR4775668.233,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Ferroplasma
ERR4775668.234,Bacteria,Cloacimonetes,Cloacamonas,Cloacamonas,Cloacamonas,Cloacamonas
ERR4775668.235,Bacteria,Cyanobacteriota,Chloroplast,Chloroplast,Chloroplast,Chlorarachniophyceae
ERR4775668.236,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Verrucomicrobiaceae,Roseimicrobium
ERR4775668.237,Bacteria,Cyanobacteriota,Chloroplast,Chloroplast,Chloroplast,Euglenida
ERR4775668.238,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gelatiniphilus
ERR4775668.239,Bacteria,Cyanobacteriota,Cyanophyceae,Desertifilales,Desertifilaceae,Desertifilum
ERR4775668.240,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Salinirussus
ERR4775668.241,Bacteria,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Ruminobacter
ERR4775668.242,Bacteria,Bacillota,Clostridia,Eubacteriales,Peptococcaceae,Desulfitibacter
ERR4775668.243,Bacteria,Planctomycetota,Planctomycetia,Brocadiales,Brocadiaceae,Scalindua
ERR4775668.244,Bacteria,Bacillota,Tissierellia,Tissierellales,Gottschalkiaceae,Andreesenia
