sample,domain,phylum,class,order,family,genus
ERR4775615.42,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Millionella
ERR4775615.43,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Spongiispira
ERR4775615.44,Bacteria,Bacillota,Clostridia,Eubacteriales,1,Oceanirhabdus
ERR4775615.45,Bacteria,Bacillota,Clostridia,Halanaerobiales,Halobacteroidaceae,Halanaerobaculum
ERR4775615.46,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Sabulibacter
ERR4775615.47,Bacteria,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Aminicella
ERR4775615.48,Archaea,Aenigmarchaeota,Aenigmarchaeum,Aenigmarchaeum,Aenigmarchaeum,Aenigmarchaeum
ERR4775615.49,Bacteria,Pseudomonadota,Gammaproteobacteria,Gammaproteobacteria_incertae_sedis,Carsonella,Carsonella
ERR4775615.50,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Ferroplasma
ERR4775615.51,Bacteria,Bacillota,Clostridia,Eubacteriales,Christensenellaceae,Luoshenia
ERR4775615.52,Archaea,Woesearchaeota,AR17,AR17,AR17,AR17
ERR4775615.53,Bacteria,Pseudomonadota,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfofustis
ERR4775615.54,Bacteria,Bacillota,Clostridia,Eubacteriales,Peptococcaceae,Syntrophobotulus
ERR4775615.55,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Ktedonospora
ERR4775615.56,Bacteria,Pseudomonadota,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfocella
ERR4775615.57,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Paramesonia
ERR4775615.58,Bacteria,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Deminuibacter
ERR4775615.59,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Cyanomargaritaceae,Cyanomargarita
ERR4775615.60,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Cochlodiniinecator
ERR4775615.61,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Fermentimonas
ERR4775615.62,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Beggiatoaceae,Thioflexithrix
ERR4775615.63,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Beggiatoaceae,Thioflexithrix
ERR4775615.64,Bacteria,Verrucomicrobiota,Opitutia,Puniceicoccales,Puniceicoccaceae,Oceanipulchritudo
ERR4775615.65,Bacteria,Bacillota,Clostridia,Natranaerobiales,Natranaerofabaceae,Natranaerofaba
ERR4775615.66,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Testudinibacter
ERR4775615.67,Bacteria,Cyanobacteriota,Cyanophyceae,Leptolyngbyales,Leptolyngbyaceae,Apatinema
ERR4775615.68,Archaea,Pacearchaeota,AR13,AR13,AR13,AR13
ERR4775615.69,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Hydromonas
ERR4775615.70,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Silicimonas
ERR4775615.71,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Fusicatenibacter
ERR4775615.72,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanimicrococcus
ERR4775615.73,Bacteria,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Puia
ERR4775615.74,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Natronospirillaceae,Salinispirillum
ERR4775615.75,Bacteria,Cyanobacteriota,Cyanophyceae,Synechococcales,Pseudanabaenaceae,Persinema
ERR4775615.76,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Tractidigestivibacter
ERR4775615.77,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Cochlodiniinecator
ERR4775615.78,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Algisphaera
ERR4775615.79,Bacteria,Bacillota,Clostridia,Eubacteriales,Peptococcaceae,Desulfitibacter
ERR4775615.80,Bacteria,Pseudomonadota,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfocella
ERR4775615.81,Bacteria,Actinomycetota,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Spinactinospora
ERR4775615.82,Bacteria,Thermotogota,Thermotogae,Petrotogales,Petrotogaceae,Oceanotoga
ERR4775615.83,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Rivulariaceae,Rivularia
ERR4775615.84,Bacteria,Pseudomonadota,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geomesophilobacter
ERR4775615.85,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Oecophyllibacter
ERR4775615.86,Bacteria,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Copranaerobaculum
ERR4775615.87,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Flammeovirgaceae,Aureibacter
ERR4775615.88,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sutterellaceae,Turicimonas
ERR4775615.89,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Spirosomaceae,Arsenicibacter
ERR4775615.90,Bacteria,Bacillota,Bacilli,Caryophanales,Caryophanaceae,Savagea
ERR4775615.91,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Cyclobacteriaceae,Penaeicola
ERR4775615.92,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Cyclobacteriaceae,Cognataquiflexum
ERR4775615.93,Archaea,Pacearchaeota,AR13,AR13,AR13,AR13
ERR4775615.94,Bacteria,Bacillota,Bacillota_incertae_sedis,Hydrogenispora,Hydrogenispora,Hydrogenispora
ERR4775615.95,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Cytophagaceae,Arundinibacter
ERR4775615.96,Archaea,Parvarchaeota,Parvarchaeum,Parvarchaeum,Parvarchaeum,Parvarchaeum
ERR4775615.97,Bacteria,Bacteroidota,Saprospiria,Saprospirales,Saprospiraceae,Membranihabitans
ERR4775615.98,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Mycoavidus
ERR4775615.99,Bacteria,Pseudomonadota,Gammaproteobacteria,Gammaproteobacteria_incertae_sedis,Carsonella,Carsonella
ERR4775615.100,Bacteria,Thermotogota,Thermotogae,Petrotogales,Petrotogaceae,Oceanotoga
ERR4775615.101,Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Deferribacteraceae,Seleniivibrio
ERR4775615.102,Bacteria,Pseudomonadota,Oligoflexia,Bacteriovoracales,Bacteriovoracaceae,Bacteriovorax
ERR4775615.103,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcales,Chroococcaceae,Alborzia
ERR4775615.104,Bacteria,Bacillota,Clostridia,Halanaerobiales,Halanaerobiaceae,Halarsenatibacter
ERR4775615.105,Bacteria,Planctomycetota,Phycisphaerae,Sedimentisphaerales,Sedimentisphaeraceae,Limihaloglobus
ERR4775615.106,Bacteria,Bacillota,Bacilli,Caryophanales,Alicyclobacillaceae,Collibacillus
ERR4775615.107,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Spirosomaceae,Huanghella
ERR4775615.108,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Vaginimicrobium
ERR4775615.109,Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Longirhabdus
ERR4775615.110,Bacteria,Cyanobacteriota,Chloroplast,Chloroplast,Chloroplast,Euglenida
ERR4775615.111,Bacteria,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Dinghuibacter
ERR4775615.112,Bacteria,Bacillota,Clostridia,Eubacteriales,Gracilibacteraceae,Lutispora
ERR4775615.113,Bacteria,Pseudomonadota,Oligoflexia,Silvanigrellales,Silvanigrellaceae,Fluviispira
ERR4775615.114,Bacteria,Thermotogota,Thermotogae,Petrotogales,Petrotogaceae,Tepiditoga
ERR4775615.115,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Natronospirillaceae,Salinispirillum
ERR4775615.116,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Acetatifactor
ERR4775615.117,Bacteria,Actinomycetota,Actinobacteria,Actinomycetales,Actinomycetaceae,Fudania
ERR4775615.118,Bacteria,Bacillota,Clostridia,Eubacteriales,2,Anaerovirgula
ERR4775615.119,Bacteria,Bacillota,Clostridia,Halanaerobiales,Halanaerobiaceae,Halarsenatibacter
ERR4775615.120,Bacteria,Cyanobacteriota,Cyanophyceae,Oculatellales,Oculatellaceae,Drouetiella
ERR4775615.121,Archaea,Woesearchaeota,AR16,AR16,AR16,AR16
ERR4775615.122,Bacteria,Cyanobacteriota,Chloroplast,Chloroplast,Chloroplast,Chlorarachniophyceae
ERR4775615.123,Bacteria,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Schwartzia
ERR4775615.124,Bacteria,Planctomycetota,Phycisphaerae,Sedimentisphaerales,Anaerohalosphaeraceae,Anaerohalosphaera
ERR4775615.125,Bacteria,Actinomycetota,Actinobacteria,Catenulisporales,Actinospicaceae,Actinocrinis
ERR4775615.126,Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Geovibrionaceae,Limisalsivibrio
ERR4775615.127,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera
ERR4775615.128,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcales,Aphanothecaceae,Halothece
ERR4775615.129,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Mangrovivirgaceae,Mangrovivirga
ERR4775615.130,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Bavariicoccus
ERR4775615.131,Bacteria,Bacillota,Negativicutes,Selenomonadales,Sporomusaceae,Sporolituus
ERR4775615.132,Eukaryota,Plantae,Liliopsida,Poales,Poaceae,Zea
ERR4775615.133,Bacteria,Bacillota,Clostridia,Eubacteriales,4,Anaeromicrobium
ERR4775615.134,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Vicingus
ERR4775615.135,Bacteria,Planctomycetota,Phycisphaerae,Sedimentisphaerales,Sedimentisphaeraceae,Limihaloglobus
ERR4775615.136,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Thermoflexibacteraceae,Rhodoflexus
ERR4775615.137,Bacteria,Cyanobacteriota,Cyanophyceae,Oculatellales,Oculatellaceae,Drouetiella
ERR4775615.138,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Anaerocella
ERR4775615.139,Archaea,Pacearchaeota,AR13,AR13,AR13,AR13
ERR4775615.140,Bacteria,Abditibacteriota,Abditibacteriia,Abditibacteriales,Abditibacteriaceae,Abditibacterium
ERR4775615.141,Bacteria,Bacillota,Tissierellia,Tissierellales,Acidilutibacteraceae,Acidilutibacter
ERR4775615.142,Bacteria,Rhodothermota,Rhodothermia,Rhodothermales,Rhodothermaceae,Natronotalea
ERR4775615.143,Bacteria,Omnitrophica,Omnitrophica_genera_incertae_sedis,Omnitrophica_genera_incertae_sedis,Omnitrophica_genera_incertae_sedis,Omnitrophica_genera_incertae_sedis
ERR4775615.144,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halanaeroarchaeum
ERR4775615.145,Bacteria,Cyanobacteriota,Chloroplast,Chloroplast,Chloroplast,Chlorarachniophyceae
ERR4775615.146,Bacteria,Thermotogota,Thermotogae,Mesoaciditogales,Mesoaciditogaceae,Mesoaciditoga
ERR4775615.147,Bacteria,Pseudomonadota,Gammaproteobacteria,Gammaproteobacteria_incertae_sedis,Carsonella,Carsonella
ERR4775615.148,Archaea,Parvarchaeota,Parvarchaeum,Parvarchaeum,Parvarchaeum,Parvarchaeum
ERR4775615.149,Bacteria,Bacillota,Bacilli,Caryophanales,Bacillaceae,Swionibacillus
ERR4775615.150,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,Meniscus
ERR4775615.151,Bacteria,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Paracnuella
ERR4775615.152,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Parachlamydiaceae,Neochlamydia
ERR4775615.153,Bacteria,Verrucomicrobiota,Opitutia,Puniceicoccales,Puniceicoccaceae,Puniceicoccus
ERR4775615.154,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Imtechella
ERR4775615.155,Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Deferribacteraceae,Mucispirillum
ERR4775615.156,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Thiospirochaeta
ERR4775615.157,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Mucisphaera
ERR4775615.158,Bacteria,Thermotogota,Thermotogae,Petrotogales,Petrotogaceae,Tepiditoga
ERR4775615.159,Bacteria,Kiritimatiellota,Tichowtungiia,Tichowtungiales,Tichowtungiaceae,Tichowtungia
ERR4775615.160,Bacteria,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Haoranjiania
ERR4775615.161,Eukaryota,Plantae,Liliopsida,Poales,Poaceae,Zea
ERR4775615.162,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Flammeovirgaceae,Xanthovirga
ERR4775615.163,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Salinivirgaceae,Salinivirga
ERR4775615.164,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Maricaulaceae,Alkalicaulis
ERR4775615.165,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Jonquetella
ERR4775615.166,Bacteria,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum
ERR4775615.167,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Salibacter
ERR4775615.168,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Limoniibacter
ERR4775615.169,Archaea,Thermoproteota,Thermoprotei,Acidilobales,Caldisphaeraceae,Caldisphaera
ERR4775615.170,Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Longirhabdus
ERR4775615.171,Bacteria,Planctomycetota,Phycisphaerae,Sedimentisphaerales,Anaerohalosphaeraceae,Anaerohalosphaera
ERR4775615.172,Bacteria,Actinomycetota,Actinobacteria,Mycobacteriales,Nocardiaceae,Smaragdicoccus
ERR4775615.173,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Postechiella
ERR4775615.174,Archaea,Aenigmarchaeota,Aenigmarchaeum,Aenigmarchaeum,Aenigmarchaeum,Aenigmarchaeum
ERR4775615.175,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera
ERR4775615.176,Bacteria,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Parasediminibacterium
ERR4775615.177,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Mangrovivirgaceae,Mangrovivirga
ERR4775615.178,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Caviibacter
ERR4775615.179,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Phaeobacterium
ERR4775615.180,Bacteria,Pseudomonadota,Alphaproteobacteria,Emcibacterales,Emcibacteraceae,Paremcibacter
ERR4775615.181,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Lachnobacterium
ERR4775615.182,Bacteria,Cyanobacteriota,Chloroplast,Chloroplast,Chloroplast,Bangiophyceae
ERR4775615.183,Bacteria,Bacillota,Clostridia,Eubacteriales,Peptostreptococcaceae,Peptoanaerobacter
ERR4775615.184,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,Meniscus
ERR4775615.185,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Beggiatoaceae,Thioflexithrix
ERR4775615.186,Archaea,Thermoproteota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Thermogladius
ERR4775615.187,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Fusicatenibacter
ERR4775615.188,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halococcoides
ERR4775615.189,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Algisphaera
ERR4775615.190,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methyloprofundus
ERR4775615.191,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquaticitalea
ERR4775615.192,Bacteria,Pseudomonadota,Gammaproteobacteria,Gammaproteobacteria_incertae_sedis,Carsonella,Carsonella
ERR4775615.193,Archaea,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Ferroglobus
ERR4775615.194,Bacteria,Bacillota,Negativicutes,Selenomonadales,Sporomusaceae,Anaerosporomusa
ERR4775615.195,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Flammeovirgaceae,Fulvitalea
ERR4775615.196,Bacteria,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Parasediminibacterium
ERR4775615.197,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Catonella
ERR4775615.198,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Ichthyobacteriaceae,Ichthyobacterium
ERR4775615.199,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methyloradius
ERR4775615.200,Bacteria,Bacillota,Bacilli,Caryophanales,Caryophanaceae,Savagea
ERR4775615.201,Bacteria,Acidobacteriota,Holophagae,Acanthopleuribacterales,Acanthopleuribacteraceae,Acanthopleuribacter
ERR4775615.202,Bacteria,Cyanobacteriota,Cyanophyceae,Leptolyngbyales,Leptolyngbyaceae,Thainema
ERR4775615.203,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Tellurimicrobium
ERR4775615.204,Bacteria,Thermotogota,Thermotogae,Petrotogales,Petrotogaceae,Oceanotoga
ERR4775615.205,Bacteria,Bacillota,Clostridia,Eubacteriales,4,Anaeromicrobium
ERR4775615.206,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Subdoligranulum
ERR4775615.207,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Tellurimicrobium
ERR4775615.208,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Flammeovirgaceae,Fulvitalea
ERR4775615.209,Bacteria,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Paracnuella
ERR4775615.210,Archaea,Woesearchaeota,AR18,AR18,AR18,AR18
ERR4775615.211,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Testudinibacter
ERR4775615.212,Bacteria,Chloroflexota,Ardenticatenia,Ardenticatenales,Ardenticatenaceae,Ardenticatena
ERR4775615.213,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Ruthenibacterium
ERR4775615.214,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Pseudodonghicola
ERR4775615.215,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Flammeovirgaceae,Perexilibacter
ERR4775615.216,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodovibrionaceae,Limibacillus
ERR4775615.217,Bacteria,Cyanobacteriota,Cyanophyceae,Leptolyngbyales,Leptolyngbyaceae,Apatinema
ERR4775615.218,Bacteria,Thermodesulfobacteriota,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Geothermobacterium
ERR4775615.219,Bacteria,Pseudomonadota,Alphaproteobacteria,Parvularculales,Parvularculaceae,Hyphococcus
ERR4775615.220,Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Ammoniibacillus
ERR4775615.221,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oleiphilaceae,Oleiphilus
ERR4775615.222,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Acidiluteibacter
ERR4775615.223,Bacteria,Pseudomonadota,Alphaproteobacteria,Emcibacterales,Emcibacteraceae,Pseudemcibacter
ERR4775615.224,Archaea,Pacearchaeota,AR13,AR13,AR13,AR13
ERR4775615.225,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Balneicellaceae,Balneicella
ERR4775615.226,Bacteria,Bacillota,Clostridia,Eubacteriales,1,Thermobrachium
ERR4775615.227,Bacteria,Bacillota,Negativicutes,Selenomonadales,Sporomusaceae,Anaerosinus
ERR4775615.228,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Mangrovivirgaceae,Mangrovivirga
ERR4775615.229,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Algisphaera
ERR4775615.230,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halocalculus
ERR4775615.231,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Fermentimonas
ERR4775615.232,Bacteria,Pseudomonadota,Oligoflexia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter
ERR4775615.233,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Beggiatoaceae,Thioflexithrix
ERR4775615.234,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Aerophototrophica
ERR4775615.235,Bacteria,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Puia
ERR4775615.236,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Pleomorphomonadaceae,Mongoliimonas
ERR4775615.237,Bacteria,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Suicoccus
ERR4775615.238,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Thermoflexibacteraceae,Rhodoflexus
ERR4775615.239,Bacteria,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,Dissulfurispiraceae,Dissulfurispira
ERR4775615.240,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Flammeovirgaceae,Algivirga
ERR4775615.241,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Hoministercoradaptatus
ERR4775615.242,Archaea,Aenigmarchaeota,Aenigmarchaeum,Aenigmarchaeum,Aenigmarchaeum,Aenigmarchaeum
