sample,domain,phylum,class,order,family,genus
ERR4775538.45,Archaea,Woesearchaeota,AR16,AR16,AR16,AR16
ERR4775538.46,Bacteria,Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,Frigoriglobus
ERR4775538.47,Bacteria,Bacillota,Clostridia,Eubacteriales,Peptococcaceae,Desulfitibacter
ERR4775538.48,Bacteria,Cyanobacteriota,Chloroplast,Chloroplast,Chloroplast,Bangiophyceae
ERR4775538.49,Archaea,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosarchaeum
ERR4775538.50,Bacteria,Fibrobacterota,Chitinivibrionia,Chitinivibrionales,Chitinivibrionaceae,Chitinivibrio
ERR4775538.51,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sutterellaceae,Duodenibacillus
ERR4775538.52,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Cruoricaptor
ERR4775538.53,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Cytophagaceae,Sporocytophaga
ERR4775538.54,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Coraliihabitans
ERR4775538.55,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Microcoleaceae,Ammassolinea
ERR4775538.56,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Spirosomaceae,Ravibacter
ERR4775538.57,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Cytophagaceae,Tellurirhabdus
ERR4775538.58,Bacteria,Balneolota,Balneolia,Balneolales,Cyclonatronaceae,Natronogracilivirga
ERR4775538.59,Bacteria,Cyanobacteriota,Chloroplast,Chloroplast,Chloroplast,Euglenida
ERR4775538.60,Archaea,Euryarchaeota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,Methanomassiliicoccus
ERR4775538.61,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Thioalkalispiraceae,Thiohalophilus
ERR4775538.62,Bacteria,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Paraeggerthella
ERR4775538.63,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Imtechella
ERR4775538.64,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Caviibacter
ERR4775538.65,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mesohalobacter
ERR4775538.66,Bacteria,Lentisphaerota,Oligosphaeria,Oligosphaerales,Oligosphaeraceae,Oligosphaera
ERR4775538.67,Archaea,Parvarchaeota,Parvarchaeum,Parvarchaeum,Parvarchaeum,Parvarchaeum
ERR4775538.68,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Crateriforma
ERR4775538.69,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Vespertiliibacter
ERR4775538.70,Bacteria,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Ellagibacter
ERR4775538.71,Bacteria,Pseudomonadota,Gammaproteobacteria,Gammaproteobacteria_incertae_sedis,Carsonella,Carsonella
ERR4775538.72,Bacteria,Bacillota,Clostridia,Eubacteriales,Gracilibacteraceae,Lutispora
ERR4775538.73,Bacteria,Cyanobacteriota,Chloroplast,Chloroplast,Chloroplast,Euglenida
ERR4775538.74,Archaea,Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus
ERR4775538.75,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Muriventricola
ERR4775538.76,Bacteria,Pseudomonadota,Gammaproteobacteria,Gammaproteobacteria_incertae_sedis,Carsonella,Carsonella
ERR4775538.77,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Saliphagus
ERR4775538.78,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Liberibacter
ERR4775538.79,Archaea,Thermoproteota,Thermoprotei,Sulfolobales,Sulfolobaceae,Stygiolobus
ERR4775538.80,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Spirosomaceae,Persicitalea
ERR4775538.81,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodovibrionaceae,Limimonas
ERR4775538.82,Bacteria,Cyanobacteriota,Chloroplast,Chloroplast,Chloroplast,Euglenida
ERR4775538.83,Bacteria,Cyanobacteriota,Cyanophyceae,Oculatellales,Oculatellaceae,Drouetiella
ERR4775538.84,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Ornithobacterium
ERR4775538.85,Bacteria,Bacillota,Clostridia,Eubacteriales,Peptococcaceae,Desulfitibacter
ERR4775538.86,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aurantiacicella
ERR4775538.87,Bacteria,Pseudomonadota,Deltaproteobacteria,Desulfovibrionales,Desulfomicrobiaceae,Thermodesulfomicrobium
ERR4775538.88,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sutterellaceae,Mesosutterella
ERR4775538.89,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcales,Chroococcaceae,Chalicogloea
ERR4775538.90,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Caldichromatium
ERR4775538.91,Bacteria,Bacteroidota,Saprospiria,Saprospirales,Saprospiraceae,Membranihabitans
ERR4775538.92,Bacteria,Planctomycetota,Planctomycetia,Brocadiales,Brocadiaceae,Brocadia
ERR4775538.93,Bacteria,Cyanobacteriota,Cyanophyceae,Coleofasciculales,Wilmottiaceae,Gracilinea
ERR4775538.94,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Fortieaceae,Calochaete
ERR4775538.95,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methyloglobulus
ERR4775538.96,Bacteria,Verrucomicrobiota,Opitutia,Puniceicoccales,Puniceicoccaceae,Ruficoccus
ERR4775538.97,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Flammeovirgaceae,Algivirga
ERR4775538.98,Bacteria,Actinomycetota,Actinobacteria,Catenulisporales,Actinospicaceae,Actinocrinis
ERR4775538.99,Bacteria,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Ilyomonas
ERR4775538.100,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Salinibaculum
ERR4775538.101,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Crocinitomicaceae,Putridiphycobacter
ERR4775538.102,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Methylohalomonas
ERR4775538.103,Archaea,Woesearchaeota,AR18,AR18,AR18,AR18
ERR4775538.104,Archaea,Aenigmarchaeota,Aenigmarchaeum,Aenigmarchaeum,Aenigmarchaeum,Aenigmarchaeum
ERR4775538.105,Bacteria,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Xiamenia
ERR4775538.106,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Lacipirellulaceae,Adhaeretor
ERR4775538.107,Bacteria,Pseudomonadota,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Algorimarina
ERR4775538.108,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Mucisphaera
ERR4775538.109,Bacteria,Cyanobacteriota,Chloroplast,Chloroplast,Chloroplast,Euglenida
ERR4775538.110,Bacteria,Pseudomonadota,Gammaproteobacteria,Gammaproteobacteria_incertae_sedis,Carsonella,Carsonella
ERR4775538.111,Eukaryota,Plantae,Liliopsida,Poales,Poaceae,Zea
ERR4775538.112,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Minunostoc
ERR4775538.113,Bacteria,Pseudomonadota,Oligoflexia,Bacteriovoracales,Bacteriovoracaceae,Bacteriovorax
ERR4775538.114,Archaea,Woesearchaeota,AR18,AR18,AR18,AR18
ERR4775538.115,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Vicingus
ERR4775538.116,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Solibaculum
ERR4775538.117,Bacteria,Cyanobacteriota,Cyanophyceae,Oculatellales,Oculatellaceae,Drouetiella
ERR4775538.118,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Paratractidigestivibacter
ERR4775538.119,Bacteria,Pseudomonadota,Gammaproteobacteria,Orbales,Orbaceae,Zophobihabitans
ERR4775538.120,Eukaryota,Plantae,Liliopsida,Poales,Poaceae,Zea
ERR4775538.121,Bacteria,Aquificota,Aquificae,Aquificales,Hydrogenothermaceae,Venenivibrio
ERR4775538.122,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Dellaglioa
ERR4775538.123,Bacteria,Mycoplasmatota,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Haemobartonella
ERR4775538.124,Bacteria,Cyanobacteriota,Chloroplast,Chloroplast,Chloroplast,Euglenida
ERR4775538.125,Bacteria,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Massilimicrobiota
ERR4775538.126,Bacteria,Pseudomonadota,Gammaproteobacteria,Gammaproteobacteria_incertae_sedis,Carsonella,Carsonella
ERR4775538.127,Bacteria,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Xiamenia
ERR4775538.128,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Parachlamydiaceae,Neochlamydia
ERR4775538.129,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Agarilytica
ERR4775538.130,Bacteria,Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,Telmatocola
ERR4775538.131,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gangjinia
ERR4775538.132,Bacteria,Cyanobacteriota,Chloroplast,Chloroplast,Chloroplast,Euglenida
ERR4775538.133,Archaea,Pacearchaeota,AR13,AR13,AR13,AR13
ERR4775538.134,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,Aquipluma
ERR4775538.135,Bacteria,Cyanobacteriota,Chloroplast,Chloroplast,Chloroplast,Euglenida
ERR4775538.136,Bacteria,Cyanobacteriota,Cyanophyceae,Oculatellales,Oculatellaceae,Drouetiella
ERR4775538.137,Bacteria,Cloacimonetes,Cloacamonas,Cloacamonas,Cloacamonas,Cloacamonas
ERR4775538.138,Bacteria,Bacillota,Negativicutes,Acidaminococcales,Acidaminococcaceae,Succinispira
ERR4775538.139,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Anaerobacterium
ERR4775538.140,Bacteria,Pseudomonadota,Alphaproteobacteria,Kordiimonadales,Temperatibacteraceae,Eilatimonas
ERR4775538.141,Archaea,Pacearchaeota,AR13,AR13,AR13,AR13
ERR4775538.142,Bacteria,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Dinghuibacter
ERR4775538.143,Eukaryota,Plantae,Liliopsida,Poales,Poaceae,Zea
ERR4775538.144,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Ferroplasma
ERR4775538.145,Bacteria,Bacillota,Negativicutes,Selenomonadales,Sporomusaceae,Methylomusa
ERR4775538.146,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halanaeroarchaeum
ERR4775538.147,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aureicoccus
ERR4775538.148,Archaea,Euryarchaeota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,Methanomassiliicoccus
ERR4775538.149,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Bavariicoccus
ERR4775538.150,Archaea,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosarchaeum
ERR4775538.151,Bacteria,Bacillota,Clostridia,Eubacteriales,Eubacteriales_incertae_sedis_XII,Guggenheimella
ERR4775538.152,Bacteria,Pseudomonadota,Gammaproteobacteria,Gammaproteobacteria_incertae_sedis,Carsonella,Carsonella
ERR4775538.153,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Pseudoseohaeicola
ERR4775538.154,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Vespertiliibacter
ERR4775538.155,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Daejeonia
ERR4775538.156,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Fastidiosipila
ERR4775538.157,Archaea,Thermoproteota,Thermoprotei,Thermoproteales,Thermoproteaceae,Caldivirga
ERR4775538.158,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanofervidicoccus
ERR4775538.159,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidibrevibacterium
ERR4775538.160,Bacteria,Mycoplasmatota,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Haemobartonella
ERR4775538.161,Archaea,Parvarchaeota,Parvarchaeum,Parvarchaeum,Parvarchaeum,Parvarchaeum
ERR4775538.162,Eukaryota,Plantae,Liliopsida,Poales,Poaceae,Zea
ERR4775538.163,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Maricaulaceae,Euryhalocaulis
ERR4775538.164,Bacteria,Cloacimonetes,Cloacamonas,Cloacamonas,Cloacamonas,Cloacamonas
ERR4775538.165,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Thiosulfatimonas
ERR4775538.166,Bacteria,Thermodesulfobacteriota,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermosulfuriphilus
ERR4775538.167,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Caulifigura
ERR4775538.168,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Haloflavibacter
ERR4775538.169,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methyloradius
ERR4775538.170,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Ascidiaceibacter
ERR4775538.171,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Lacipirellulaceae,Adhaeretor
ERR4775538.172,Bacteria,Planctomycetota,Planctomycetia,Brocadiales,Brocadiaceae,Scalindua
ERR4775538.173,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Ferroplasma
ERR4775538.174,Bacteria,Bacillota,Bacilli,Caryophanales,Bacillaceae,Paralkalibacillus
ERR4775538.175,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Ventosimonadaceae,Ventosimonas
ERR4775538.176,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Oleiliquidispirillum
ERR4775538.177,Archaea,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosarchaeum
ERR4775538.178,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chishuiella
ERR4775538.179,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Verrucomicrobiaceae,Oceaniferula
ERR4775538.180,Bacteria,Bacteroidota,Chitinophagia,Chitinophagales,Filobacteriaceae,Filobacterium
ERR4775538.181,Bacteria,Pseudomonadota,Gammaproteobacteria,Gammaproteobacteria_incertae_sedis,Acidibacter,Acidibacter
ERR4775538.182,Archaea,Aenigmarchaeota,Aenigmarchaeum,Aenigmarchaeum,Aenigmarchaeum,Aenigmarchaeum
ERR4775538.183,Bacteria,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Schwartzia
ERR4775538.184,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Caviibacter
ERR4775538.185,Archaea,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Ferroglobus
ERR4775538.186,Bacteria,Pseudomonadota,Gammaproteobacteria,Gammaproteobacteria_incertae_sedis,Carsonella,Carsonella
ERR4775538.187,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellamassilia
ERR4775538.188,Eukaryota,Plantae,Liliopsida,Poales,Poaceae,Zea
ERR4775538.189,Bacteria,Bacillota,Bacilli,Caryophanales,Alicyclobacillaceae,Collibacillus
ERR4775538.190,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Dendronalium
ERR4775538.191,Bacteria,Chrysiogenota,Chrysiogenia,Chrysiogenales,Chrysiogenaceae,Desulfurispira
ERR4775538.192,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Gallalistipes
ERR4775538.193,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Spirosomaceae,Leadbetterella
ERR4775538.194,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanofervidicoccus
ERR4775538.195,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactovum
ERR4775538.196,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Flammeovirgaceae,Algivirga
ERR4775538.197,Archaea,Woesearchaeota,AR16,AR16,AR16,AR16
ERR4775538.198,Bacteria,Cyanobacteriota,Cyanophyceae,Leptolyngbyales,Leptolyngbyaceae,Plectolyngbya
ERR4775538.199,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,Calorithrix
ERR4775538.200,Bacteria,Bacillota,Clostridia,Eubacteriales,Peptoniphilaceae,Gallicola
ERR4775538.201,Bacteria,Cyanobacteriota,Cyanophyceae,Leptolyngbyales,Leptolyngbyaceae,Apatinema
ERR4775538.202,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Ferroplasma
ERR4775538.203,Archaea,Parvarchaeota,Parvarchaeum,Parvarchaeum,Parvarchaeum,Parvarchaeum
ERR4775538.204,Bacteria,Mycoplasmatota,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Mariniplasma
ERR4775538.205,Bacteria,Pseudomonadota,Gammaproteobacteria,Gammaproteobacteria_incertae_sedis,Carsonella,Carsonella
ERR4775538.206,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Cytophagaceae,Rhodocytophaga
ERR4775538.207,Bacteria,Bacillota,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Intestinibaculum
ERR4775538.208,Bacteria,Cyanobacteriota,Chloroplast,Chloroplast,Chloroplast,Euglenida
ERR4775538.209,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Algitalea
ERR4775538.210,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Spirosomaceae,Pseudarcicella
ERR4775538.211,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanofervidicoccus
ERR4775538.212,Bacteria,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Gallibacter
ERR4775538.213,Bacteria,Balneolota,Balneolia,Balneolales,Soortiaceae,Soortia
ERR4775538.214,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Huintestinicola
ERR4775538.215,Bacteria,Abditibacteriota,Abditibacteriia,Abditibacteriales,Abditibacteriaceae,Abditibacterium
ERR4775538.216,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Atopomonas
ERR4775538.217,Bacteria,Cyanobacteriota,Cyanophyceae,Pleurocapsales,Pleurocapsaceae,Pleurocapsa
ERR4775538.218,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Neptunitalea
ERR4775538.219,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Amniculibacterium
ERR4775538.220,Bacteria,Mycoplasmatota,Mollicutes,Entomoplasmatales,Entomoplasmataceae,Entomoplasma
ERR4775538.221,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Falsiporphyromonas
ERR4775538.222,Bacteria,Bacillota,Clostridia,Eubacteriales,2,Isachenkonia
ERR4775538.223,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Cyclobacteriaceae,Cognataquiflexum
ERR4775538.224,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Spongitalea
ERR4775538.225,Bacteria,Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,Zavarzinella
ERR4775538.226,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Acetitomaculum
ERR4775538.227,Archaea,Thermoproteota,Thermoprotei,Sulfolobales,Sulfolobaceae,Stygiolobus
ERR4775538.228,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Lentibacter
ERR4775538.229,Archaea,Euryarchaeota,Methanonatronarchaeia,Methanonatronarchaeales,Methanonatronarchaeaceae,Methanonatronarchaeum
ERR4775538.230,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Balneicellaceae,Balneicella
ERR4775538.231,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,Roseimarinus
ERR4775538.232,Bacteria,Pseudomonadota,Oligoflexia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter
ERR4775538.233,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,Longilinea
ERR4775538.234,Bacteria,Bacillota,Clostridia,Eubacteriales,Peptoniphilaceae,Citroniella
ERR4775538.235,Bacteria,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Allisonella
ERR4775538.236,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Pilibacter
ERR4775538.237,Bacteria,Planctomycetota,Planctomycetia,Brocadiales,Brocadiaceae,Brocadia
ERR4775538.238,Bacteria,Cyanobacteriota,Chloroplast,Chloroplast,Chloroplast,Chlorarachniophyceae
ERR4775538.239,Bacteria,Bacillota,Bacilli,Caryophanales,Paenibacillaceae,Longirhabdus
ERR4775538.240,Bacteria,Pseudomonadota,Gammaproteobacteria,Gammaproteobacteria_incertae_sedis,Carsonella,Carsonella
ERR4775538.241,Bacteria,Pseudomonadota,Gammaproteobacteria,Gammaproteobacteria_incertae_sedis,Carsonella,Carsonella
ERR4775538.242,Bacteria,Pseudomonadota,Deltaproteobacteria,Myxococcales,Polyangiaceae,Minicystis
